Geography,Year,Average income (dollars),Median income (dollars),"Number of persons (x 1,000)",Percentage without income,Percentage with income,"Percentage under $10,000 (including loss)","$10,000 to $19,999","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$50,000 to $59,999","$60,000 and over"
Kitchener-Cambridge-Waterloo,1997,"28,300","23,900",326,4.7,95.3,21.2,20.4,19,14.4,11,5.9,8.1
Kitchener-Cambridge-Waterloo,1998,"30,900","26,700",347,3.3,96.7,17.2,17.9,21.2,16.1,11.3,6.8,9.3
Kitchener-Cambridge-Waterloo,1999,"30,000","26,900",346,2.8,97.2,18.2,18.7,19.7,14.7,13.8,6,9
Kitchener-Cambridge-Waterloo,2000,"29,700","26,500",354,2.8,97.2,19.7,17.6,19.4,14.4,13.2,6.4,9.4
Kitchener-Cambridge-Waterloo,2001,"30,800","26,900",370,2.9,97.1,19.4,15.3,20.3,14.8,12.7,7.3,10.1
Kitchener-Cambridge-Waterloo,2002,"29,500","25,200",350,2.4,97.6,19.7,18.6,20.1,13.9,11.4,7.9,8.5
Kitchener-Cambridge-Waterloo,2003,"31,400","26,200",340,2.1,97.9,18.7,18.3,20,14.6,11.4,6.8,10
Kitchener-Cambridge-Waterloo,2004,"30,900","26,500",357,3.2,96.8,17.4,19,20.3,15.4,11.1,7,9.9
Kitchener-Cambridge-Waterloo,2005,"33,400","26,000",345,2.8,97.2,18.1,20.3,17.6,15.7,10,5.6,12.8
Kitchener-Cambridge-Waterloo,2006,"31,500","25,600",375,2.3,97.7,19.8,18.4,18.9,15.2,9.8,5.7,12.2
Kitchener-Cambridge-Waterloo,2007,"32,400","25,800",361,2,98,20,17.6,18.5,14.8,10.1,5.7,13.3
Kitchener-Cambridge-Waterloo,2008,"33,000","26,700",363,2.2,97.8,18.7,19.8,15.7,14.1,11.7,6.2,13.8
Kitchener-Cambridge-Waterloo,2009,"34,200","27,400",379,2.7,97.3,18.6,17.9,18.2,12.1,11.1,9.1,12.9
Kitchener-Cambridge-Waterloo,2010,"33,800","27,300",353,4.5,95.5,19.9,18.2,15.4,13.5,11.4,8.8,12.7
Kitchener-Cambridge-Waterloo,2011,"34,900","27,300",390,2.3,97.7,17.2,19.2,17.6,13.5,9.8,8.7,13.9
London,1976,"26,300","22,900",240,12.1,87.9,31.6,13.2,18.8,11.2,10.5,6,8.6
London,1977,"26,300","21,200",261,11.7,88.3,32.4,16.1,12.5,14.3,11.4,4.9,8.4
London,1978,"27,200","21,500",231,10.6,89.4,28.4,18.7,12.2,13.3,11.4,8.7,7.4
London,1979,"28,100","23,300",250,10,90,29.8,15.5,13.4,13.1,12.6,5.9,9.7
London,1980,"26,300","22,100",243,9.8,90.2,29.1,18.3,13.1,13.6,12.1,5.9,7.9
London,1981,"29,700","24,600",264,7.6,92.4,23.7,19.9,12.2,14.3,9.7,8.5,11.7
London,1982,"26,700","22,600",268,9,91,31.6,14.8,14.9,13.7,10.8,6.6,7.6
London,1983,"27,600","23,700",253,9.7,90.3,29.2,14.3,16.5,13.3,9.4,9.1,8.1
London,1984,"26,500","20,300",222,6.6,93.4,28.8,20.6,13.7,13.8,9,5.9,8.3
London,1985,"27,100","22,600",234,7.3,92.7,24.9,20.5,13.3,14.9,11.2,6.9,8.3
London,1986,"26,800","22,900",275,4.7,95.3,22.4,21.7,19.9,14,9.6,4.7,7.9
London,1987,"27,500","23,100",281,5.2,94.8,23.6,18.3,17.8,15.5,7.6,9.6,7.6
London,1988,"27,400","22,600",287,5.1,94.9,24.1,22,16.2,13.5,9.1,6.8,8.3
London,1989,"30,100","27,500",297,5.9,94.1,17,17.5,20.4,16.4,13,8,7.6
London,1990,"32,400","25,000",309,5.4,94.6,21.9,17.8,19.4,12.8,12.4,7.7,8
London,1991,"27,100","24,100",307,7.1,92.9,23.5,19.5,16.3,17.4,10.8,5.7,6.8
London,1992,"28,600","25,500",307,6.2,93.8,18.1,20.6,18.8,16.7,11.2,6.1,8.5
London,1993,"27,300","23,300",330,6.3,93.7,21.7,21,19.6,12.4,11.8,7.4,6.1
London,1994,"27,700","23,800",337,4.8,95.2,20.8,21.4,18.4,15.4,9.9,7.7,6.3
London,1995,"27,500","23,400",339,6.1,93.9,23.2,20.3,17.9,16.2,8.3,7.2,6.9
London,1996,"27,200","22,700",332,5,95,23.5,20.7,18.3,14.3,9.9,5.9,7.4
London,1997,"27,200","23,200",337,6.1,93.9,23,21.2,18.5,13.2,9.6,7,7.5
London,1998,"28,300","24,900",350,3.8,96.2,20.1,21.8,18.4,15.3,10.1,6.2,8.2
London,1999,"28,300","23,900",382,3.7,96.3,23.2,20.4,15.9,14.6,11.5,4.9,9.4
London,2000,"29,000","24,600",371,3.3,96.7,23.3,18.9,15.8,14.7,11.5,6.1,9.6
London,2001,"30,100","25,200",377,3.1,96.9,20.9,18.4,17.9,13.3,13,7.1,9.4
London,2002,"31,200","24,900",373,3.4,96.6,22.9,18,16.8,13.8,11.1,5.9,11.5
London,2003,"31,800","24,300",384,3,97,21.1,19.1,16.8,14.9,11.6,4.7,11.8
London,2004,"30,800","24,600",373,3,97,22.1,19.7,16.2,13.2,11.4,5.2,12.2
London,2005,"32,600","26,200",425,2.3,97.7,19,20.2,15.7,16.1,10.4,5.8,12.9
London,2006,"32,400","29,200",448,1.8,98.2,20.2,15.7,15.4,18.5,12.3,5.4,12.4
London,2007,"34,600","28,900",461,1.2,98.8,19.8,15.3,15.8,16.4,13.5,6.3,12.9
London,2008,"32,800","26,200",441,1.6,98.4,19.4,19.5,17.3,14.7,9.4,7.4,12.3
London,2009,"33,300","27,200",445,2.4,97.6,20,19.1,15.1,16,10.4,5.9,13.4
London,2010,"31,200","23,900",467,3.4,96.6,20.9,21.8,16.2,13.8,9.1,6.4,12
London,2011,"30,700","25,900",426,2.7,97.3,20.9,19.7,18.1,15.2,10.7,4.2,11.2
Windsor,1976,"26,000","19,200",201,12.6,87.4,37.3,13.7,12.1,9.2,10.4,8.8,8.5
Windsor,1977,"25,500","18,900",194,17,83,36,17.7,10.1,10.9,7.9,6.6,10.7
Windsor,1978,"28,000","24,800",178,19.3,80.7,34.7,11.7,9.1,12,11,11,10.5
Windsor,1979,"25,000","18,700",214,17.4,82.6,35.3,16.1,10.9,12,11.7,4.7,9.3
Windsor,1980,"26,600","22,700",196,14.3,85.7,30.1,17,13,11.8,10,9.2,8.8
Windsor,1981,"26,300","18,400",203,10.6,89.4,33.7,18.1,10.8,11.3,7.6,6.2,12.3
Windsor,1982,"23,300","16,900",200,13,87,34,19.8,13.3,8.7,10.5,6.7,7
Windsor,1983,"23,500","17,400",219,13.9,86.1,35,18.3,13.7,8.6,11.1,6,7.3
Windsor,1984,"25,800","20,100",197,11.2,88.8,29.9,20,15.4,10.1,10.1,5.2,9.3
Windsor,1985,"25,600","19,700",197,10.8,89.2,31.2,19.6,13.3,10.3,10.8,6,8.7
Windsor,1986,"26,500","21,600",206,10.6,89.4,26.7,20.2,16.5,11.2,6.9,9.3,9.3
Windsor,1987,"26,800","20,700",206,8.5,91.5,28.1,21.4,13.3,8.8,9.3,10,9.1
Windsor,1988,"30,500","23,200",207,8.4,91.6,26,19.6,14,7.8,13.2,10,9.4
Windsor,1989,"27,700","23,600",209,9.3,90.7,24.5,17.8,17.1,10.6,14,8.3,7.6
Windsor,1990,"25,800","21,200",210,8.7,91.3,27.1,20.2,18,11.1,10.9,6.2,6.6
Windsor,1991,"25,900","21,500",211,11,89,27.7,18.9,16.8,12.5,9.8,7,7.2
Windsor,1992,"26,700","21,500",215,11.2,88.8,28.2,19.1,16.9,10.5,10,7.4,7.8
Windsor,1993,"27,300","22,300",216,7.4,92.6,23.8,21.6,18.6,13.2,8.6,6.1,8.2
Windsor,1994,"25,600","20,900",222,9.9,90.1,27,19.4,19.3,12.4,9.1,5,7.9
Windsor,1995,"27,500","21,800",225,8.2,91.8,26.8,19.5,13,14.6,9,6.8,10.3
Windsor,1996,"28,300","24,000",228,7.7,92.3,22.5,21.6,16.4,12.3,9.6,8.1,9.6
Windsor,1997,"27,700","23,300",233,6.5,93.5,24.4,19.4,18,12.3,8.6,8.6,8.6
Windsor,1998,"31,200","25,300",245,4.5,95.5,22.6,18.7,16,11.9,9.8,7.3,13.8
Windsor,1999,"33,500","26,500",233,4.1,95.9,19.6,20.7,14.4,13.5,8.8,5.7,17.3
Windsor,2000,"32,900","25,400",260,4.6,95.4,20.8,19.8,15.4,12.8,8.1,5.5,17.5
Windsor,2001,"32,200","25,100",264,6.8,93.2,21.2,20,16.2,12,9.7,5.2,15.9
Windsor,2002,"33,000","25,000",261,4.6,95.4,22.2,18.5,14.8,13.2,9.5,6.3,15.4
Windsor,2003,"32,700","26,900",256,3.1,96.9,21.7,18.5,15,12.6,12.1,5.8,14.4
Windsor,2004,"32,300","25,500",250,2.5,97.5,22.6,18.4,15,14.2,10.2,5.1,14.6
Windsor,2005,"33,700","30,200",239,2.3,97.7,21.5,15.5,12.8,16,12,8,14.3
Windsor,2006,"33,400","29,200",245,1.8,98.2,20.6,15,16.9,13.6,12.3,6.8,14.8
Windsor,2007,"33,800","28,900",233,1.6,98.4,19,17,16.3,14.8,9.2,9.3,14.3
Windsor,2008,"30,800","27,500",252,3.9,96.1,24.1,15,14.6,15.1,11.1,6.4,13.6
Windsor,2009,"31,000","26,700",256,3.1,96.9,24.3,16,14.5,15.8,11.5,5.9,12
Windsor,2010,"31,100","26,700",262,3.5,96.5,22.5,16.5,15.9,12.5,13.1,6.7,12.9
Windsor,2011,"31,400","25,500",269,3.6,96.4,19,22.1,16.2,14.2,10.4,5.3,12.8
Winnipeg,1976,"24,300","19,300",441,13,87,34.6,17.2,15.3,11.9,7.5,6.3,7.2
Winnipeg,1977,"25,000","21,100",444,12.3,87.7,31.2,17.7,15.4,12.3,10.2,5.5,7.7
Winnipeg,1978,"24,100","21,100",434,11.5,88.5,31.9,17.6,16.3,12.9,9.3,5.4,6.6
Winnipeg,1979,"25,500","19,800",466,11.9,88.1,31.1,19.1,13.5,12.9,9.8,6.5,7.1
Winnipeg,1980,"27,900","23,500",413,8.7,91.3,25.2,17.9,17,15.4,9.5,6.7,8.2
Winnipeg,1981,"25,600","21,900",466,8.6,91.4,26.6,19.9,16.7,14.4,10.4,6.1,6
Winnipeg,1982,"25,700","21,000",457,8.8,91.2,25.9,22.2,16.7,12.7,10.2,5.9,6.4
Winnipeg,1983,"26,700","22,500",483,6.2,93.8,22.3,22.5,18.2,14.3,11,4.1,7.7
Winnipeg,1984,"26,100","22,400",505,8.8,91.2,26.4,18.8,18.4,13.5,9.9,6.2,6.7
Winnipeg,1985,"26,000","21,700",500,7.3,92.7,25.2,20.9,19.5,13.6,8.6,5.8,6.3
Winnipeg,1986,"25,900","21,600",519,7.3,92.7,25.6,20.6,18.1,14.6,8.3,6.4,6.4
Winnipeg,1987,"25,300","21,900",523,7,93,24.6,21.6,18.7,14.2,10.6,5.6,4.6
Winnipeg,1988,"25,900","22,300",527,6.4,93.6,23.3,21.8,20.5,13.5,10.3,5.3,5.3
Winnipeg,1989,"26,600","22,800",531,5.3,94.7,20.6,22.8,20.9,14.1,9.9,5.3,6.3
Winnipeg,1990,"25,600","22,800",531,5.9,94.1,22.3,21.5,20.9,14.3,10.5,6,4.6
Winnipeg,1991,"24,500","21,400",536,5.6,94.4,24.9,21.5,19.9,14.9,9.6,5.3,3.9
Winnipeg,1992,"25,000","20,900",533,6.5,93.5,23.5,24.2,18.5,13.7,9.6,5.2,5.2
Winnipeg,1993,"24,200","21,600",516,4.5,95.5,23.3,22.3,20.8,14.9,11.5,5.1,2
Winnipeg,1994,"25,200","21,200",528,5.9,94.1,22.5,24.1,18.6,14.6,10.7,5.1,4.3
Winnipeg,1995,"25,200","21,900",531,5.5,94.5,23.2,21.8,19.5,16.7,9.5,5.1,4.2
Winnipeg,1996,"25,200","21,800",523,4.7,95.3,22,23.5,20,15,10.4,5.4,3.7
Winnipeg,1997,"24,700","21,400",520,4.5,95.5,21.7,25,20,14.6,9.6,5.7,3.4
Winnipeg,1998,"27,500","23,000",484,2.6,97.4,17.9,24.6,20.8,15.4,10.2,6,5.2
Winnipeg,1999,"26,900","23,900",521,3.2,96.8,17.9,23.2,21.6,16.2,10.4,5.7,5.1
Winnipeg,2000,"27,700","23,900",530,2.3,97.7,18,23.1,21.4,16.2,10.1,5.9,5.3
Winnipeg,2001,"28,900","25,300",517,2.4,97.6,16.4,22,21.3,17.4,10.4,6.4,6.1
Winnipeg,2002,"28,900","25,000",541,1.8,98.2,18.5,20.8,20.8,15.7,10.9,6.7,6.7
Winnipeg,2003,"28,300","24,800",549,2.3,97.7,18.2,21,21.9,15.5,10.9,6.5,6
Winnipeg,2004,"29,000","24,500",551,2.6,97.4,18.2,20.2,20.9,17.3,9.8,6.9,6.7
Winnipeg,2005,"29,300","25,000",585,3.2,96.8,20,19,20.5,15.3,10.4,6.6,8.2
Winnipeg,2006,"30,200","25,300",594,2.7,97.3,19.5,18.9,19.3,16.7,10.3,6.4,8.9
Winnipeg,2007,"31,900","26,600",586,1.7,98.3,17.8,18.9,19.5,16.1,10.7,6.5,10.5
Winnipeg,2008,"32,700","27,800",631,1.7,98.3,17.1,19.6,17.6,15.7,10.6,7.7,11.7
Winnipeg,2009,"32,300","28,200",635,2.3,97.7,17.1,18.9,18.1,16.2,10.7,7.2,11.8
Winnipeg,2010,"31,800","27,500",658,1.6,98.4,18.5,17.9,18.1,16.9,10.9,6.5,11.2
Winnipeg,2011,"32,500","27,800",640,1.8,98.2,16.2,18.4,19.9,15.3,11.6,7.6,11
Regina,1976,,,,,,,,,,,,
Regina,1977,,,,,,,,,,,,
Regina,1978,,,,,,,,,,,,
Regina,1979,,,,,,,,,,,,
Regina,1980,,,,,,,,,,,,
Regina,1981,,,,,,,,,,,,
Regina,1982,,,,,,,,,,,,
Regina,1983,,,,,,,,,,,,
Regina,1984,,,,,,,,,,,,
Regina,1985,,,,,,,,,,,,
Regina,1986,,,,,,,,,,,,
Regina,1987,,,,,,,,,,,,
Regina,1988,,,,,,,,,,,,
Regina,1989,,,,,,,,,,,,
Regina,1990,,,,,,,,,,,,
Regina,1991,,,,,,,,,,,,
Regina,1992,,,,,,,,,,,,
Regina,1993,,,,,,,,,,,,
Regina,1994,,,,,,,,,,,,
Regina,1995,,,,,,,,,,,,
Regina,1996,,,,,,,,,,,,
Regina,1997,,,,,,,,,,,,
Regina,1998,"28,500","24,700",150,2.4,97.6,17.1,22.8,18.6,17.7,11.6,6.3,5.9
Regina,1999,"28,500","25,800",147,3.4,96.6,17.7,21.5,17.8,16.1,13.7,8.3,5
Regina,2000,"29,200","26,600",149,3,97,17.9,20.3,16,19.4,12.1,7.5,6.8
Regina,2001,"30,300","26,600",146,3.5,96.5,15.6,21.5,18.3,17.6,10.7,8.7,7.5
Regina,2002,"30,800","27,200",154,2.7,97.3,17.7,18.5,18.9,19.3,10,6.4,9.4
Regina,2003,"31,200","26,100",158,2.7,97.3,19.9,17.8,18.9,17,9.8,6,10.5
Regina,2004,"30,900","25,500",167,3.2,96.8,19.8,19.6,18.2,15.2,9.6,7.2,10.4
Regina,2005,"33,100","26,400",166,2,98,17.7,17.9,20.2,13,11.7,7.5,12
Regina,2006,"33,500","27,600",167,2.4,97.6,16.7,18,19.6,14.5,12.5,6.8,11.9
Regina,2007,"35,900","29,800",171,2,98,14.7,18.9,16.9,15.2,11.9,8.7,13.6
Regina,2008,"37,000","33,000",169,1.8,98.2,15.1,15.1,15.7,15.9,12.9,10.2,15.1
Regina,2009,"40,000","34,900",168,2,98,14.4,14.8,14.8,13.6,12.3,11,19
Regina,2010,"39,400","34,400",169,1.1,98.9,14.8,13.5,15.4,15.5,13.7,8.5,18.6
Regina,2011,"40,400","35,000",168,2,98,12.9,13.7,16.3,13.7,16,9.5,17.9
Saskatoon,1976,,,,,,,,,,,,
Saskatoon,1977,,,,,,,,,,,,
Saskatoon,1978,,,,,,,,,,,,
Saskatoon,1979,,,,,,,,,,,,
Saskatoon,1980,,,,,,,,,,,,
Saskatoon,1981,,,,,,,,,,,,
Saskatoon,1982,,,,,,,,,,,,
Saskatoon,1983,,,,,,,,,,,,
Saskatoon,1984,,,,,,,,,,,,
Saskatoon,1985,,,,,,,,,,,,
Saskatoon,1986,,,,,,,,,,,,
Saskatoon,1987,,,,,,,,,,,,
Saskatoon,1988,,,,,,,,,,,,
Saskatoon,1989,,,,,,,,,,,,
Saskatoon,1990,,,,,,,,,,,,
Saskatoon,1991,,,,,,,,,,,,
Saskatoon,1992,,,,,,,,,,,,
Saskatoon,1993,,,,,,,,,,,,
Saskatoon,1994,,,,,,,,,,,,
Saskatoon,1995,,,,,,,,,,,,
Saskatoon,1996,,,,,,,,,,,,
Saskatoon,1997,,,,,,,,,,,,
Saskatoon,1998,"25,600","20,600",157,4,96,23.9,25.2,18,12.9,11.3,4.2,4.6
Saskatoon,1999,"25,300","20,800",175,3.1,96.9,23.6,24.9,17,15.8,9.5,4.8,4.5
Saskatoon,2000,"25,700","21,200",177,4,96,25.1,22.5,18,14.3,10.1,5.3,4.7
Saskatoon,2001,"27,700","23,000",174,3,97,20.5,23.2,20.1,14.9,10,4.7,6.5
Saskatoon,2002,"27,700","23,300",186,2.2,97.8,21.8,21.7,18.9,14.4,10.2,5.9,7.2
Saskatoon,2003,"28,100","24,100",192,2.4,97.6,21.4,21.7,17.4,15.2,11.9,5.6,7
Saskatoon,2004,"28,100","24,300",193,2.4,97.6,21.1,20,19.8,14.9,11,5.7,7.5
Saskatoon,2005,"27,300","23,300",190,2.9,97.1,19.8,23.3,18.4,17.8,8.8,5,6.8
Saskatoon,2006,"29,200","24,700",191,3.3,96.7,20.3,21.3,15.9,16.8,10.4,6.6,8.7
Saskatoon,2007,"31,000","26,700",189,2.2,97.8,17.5,19.3,19.4,15.9,10.6,6.5,10.8
Saskatoon,2008,"33,500","28,900",202,1.5,98.5,15.7,20.9,15.7,14.9,11.2,8.6,13
Saskatoon,2009,"35,400","29,200",206,1.6,98.4,14.9,19.7,16.8,14.4,11.5,9.9,12.8
Saskatoon,2010,"34,400","29,700",224,2.5,97.5,16.9,17.5,15.8,16.3,11.3,9.2,13.1
Saskatoon,2011,"36,500","31,500",235,2.9,97.1,15.8,18.3,13.6,15.8,12.3,7.8,16.4
Calgary,1976,"29,600","22,600",386,16.8,83.2,33.1,13.8,12.5,12.2,9.7,5.3,13.4
Calgary,1977,"28,900","24,700",388,13,87,29.6,13.7,14.6,13.4,9,7.6,12.1
Calgary,1978,"30,200","26,500",397,11.3,88.7,24.2,16.2,15.3,13,11.7,8.4,11.3
Calgary,1979,"30,200","27,100",405,10.5,89.5,25.1,14.2,15.8,15.3,11.4,7.4,10.9
Calgary,1980,"32,600","26,800",469,11.3,88.7,26.7,14.3,12.9,13.3,10.4,7.4,15
Calgary,1981,"32,700","28,700",431,7.8,92.2,22.1,14,16.5,14.3,11.5,7.7,13.9
Calgary,1982,"33,700","29,300",467,7.9,92.1,20.2,14.9,15.8,13.7,11.9,10,13.5
Calgary,1983,"30,300","24,200",447,9.5,90.5,25.3,17.2,15.7,14,9.7,5.4,12.8
Calgary,1984,"28,500","24,600",485,7.7,92.3,24.5,18,16.4,15.2,9.5,7.3,9.1
Calgary,1985,"30,800","26,200",522,6.9,93.1,24.3,15.6,15.6,14.6,12.7,5.2,11.9
Calgary,1986,"30,500","26,200",533,7.6,92.4,23.8,16.8,16.1,14.4,10.2,7.9,10.9
Calgary,1987,"28,400","23,100",541,6.8,93.2,23.9,21,16.4,13.5,10.2,5.9,9
Calgary,1988,"30,100","25,200",549,7.1,92.9,23.4,16.8,17.8,14.5,10.4,6.6,10.5
Calgary,1989,"29,900","25,600",565,6.3,93.7,20,19.4,17.9,13.7,13.6,5.8,9.7
Calgary,1990,"29,500","24,300",580,6.1,93.9,21.1,20.6,18.1,14,9.7,6.6,10
Calgary,1991,"28,800","22,600",592,7,93,23.2,21.2,18.2,13.2,10,5.4,8.8
Calgary,1992,"28,400","22,500",603,6.3,93.7,24.7,20.4,16.5,14.1,10.6,6.3,7.4
Calgary,1993,"26,900","22,300",599,6.1,93.9,23.1,22.5,19.2,13.9,9.1,5.1,7.1
Calgary,1994,"28,200","23,100",616,5.1,94.9,22.6,20.1,17.5,14.2,11,6.7,8
Calgary,1995,"28,600","23,400",633,5,95,23.2,20,17.8,13.7,10.6,5.8,8.8
Calgary,1996,"28,600","22,900",651,4.1,95.9,23,20.3,18.3,13.9,9.7,8,6.8
Calgary,1997,"30,300","23,900",671,5.2,94.8,21.6,21.1,18.5,13.5,9.5,6.4,9.5
Calgary,1998,"33,200","25,100",672,3.3,96.7,19.6,20.3,17.5,14.1,9.3,7.9,11.2
Calgary,1999,"31,700","25,500",643,3.3,96.7,20.4,19.8,16.4,14.6,11.3,6.6,10.9
Calgary,2000,"34,300","26,900",679,3,97,18.9,19.1,18.3,13.5,10.5,6.6,13
Calgary,2001,"35,400","28,800",698,3.2,96.8,17.3,16.4,18.6,15.6,10.3,5.7,16.1
Calgary,2002,"34,400","28,300",737,2.4,97.6,18.9,17.9,16.5,13.3,11.7,6.6,15.1
Calgary,2003,"34,500","26,600",749,3.5,96.5,21.1,17.3,15.9,14.2,11.2,6.5,13.8
Calgary,2004,"36,200","29,800",769,3.4,96.6,18.5,16.1,16.1,15.5,11.3,7.4,15.2
Calgary,2005,"37,100","29,900",765,2.6,97.4,17.8,16.1,16.3,15.3,11.4,7.4,15.6
Calgary,2006,"40,100","31,200",818,0.9,99.1,15.9,16.7,15,15.3,11.1,8.5,17.6
Calgary,2007,"43,200","32,400",832,1.5,98.5,14.6,15.3,15.6,15.5,10.9,8.7,19.5
Calgary,2008,"41,800","33,100",920,1.8,98.2,15.8,13.8,16.2,12.9,12.7,8.6,20
Calgary,2009,"42,900","32,800",899,3.2,96.8,16.1,14.6,14.5,14.1,12.3,7.4,21.1
Calgary,2010,"42,600","32,700",941,3,97,15.8,15.8,14.8,14.7,11.5,7.2,20.1
Calgary,2011,"46,100","34,400","1,066",3.2,96.8,15.7,12.3,14.9,13.8,12.4,7,23.9
Edmonton,1976,"28,700","24,000",380,13.7,86.3,28.9,15,14.8,13.8,8,7.4,12.1
Edmonton,1977,"28,000","23,300",452,14.1,85.9,30.1,15.2,14.5,11.3,10.6,7.7,10.6
Edmonton,1978,"29,100","23,000",440,15.5,84.5,30.5,15.5,13.2,11.6,10.4,6.1,12.7
Edmonton,1979,"29,300","25,200",482,11.3,88.7,27.4,15,14.9,13.5,11.1,7.6,10.6
Edmonton,1980,"31,100","25,900",429,9,91,25.7,15.4,15.3,12.8,11.3,7.2,12.2
Edmonton,1981,"31,600","28,100",525,8.2,91.8,22.9,15.3,15.1,14,11.7,9.2,11.8
Edmonton,1982,"29,900","26,200",554,9.3,90.7,24.4,15.8,15,13.9,12,7.5,11.2
Edmonton,1983,"27,700","24,100",584,10,90,23.3,18.9,17.2,14.8,10.6,6.8,8.5
Edmonton,1984,"26,500","23,100",582,10.7,89.3,26.8,17.9,16.8,13.9,8.9,7.4,8.3
Edmonton,1985,"28,200","23,600",548,8,92,22.9,20.6,17.1,12.9,10.5,6.5,9.5
Edmonton,1986,"28,400","24,800",610,6.8,93.2,22.9,17.6,19.7,13.8,10.8,6.6,8.5
Edmonton,1987,"27,200","22,600",613,6.9,93.1,24.3,19.7,17.7,13.7,9.4,7.4,7.8
Edmonton,1988,"27,800","23,700",623,7.9,92.1,22.6,20.6,17.4,12.8,10,8.6,7.9
Edmonton,1989,"27,900","24,300",633,6.3,93.7,21.6,20,17.8,13.4,12.5,7.5,7.2
Edmonton,1990,"28,300","24,100",644,5.3,94.7,23.5,18.7,16.9,14.9,10.7,7.8,7.4
Edmonton,1991,"27,700","23,400",654,5.6,94.4,22.3,20.5,19.1,14.4,9.6,7.3,7
Edmonton,1992,"26,900","22,400",664,7.6,92.4,25.3,19.9,16.4,15.7,9.9,5.1,7.8
Edmonton,1993,"27,600","23,100",679,5.9,94.1,23.5,20,17.9,12.2,11.7,7.1,7.6
Edmonton,1994,"26,300","21,300",675,5.8,94.2,24.2,23,16.5,13,10,5.9,7.4
Edmonton,1995,"25,800","22,000",686,6.3,93.7,26.2,19.5,17.7,13.6,11,5.7,6.3
Edmonton,1996,"26,500","22,500",690,4.8,95.2,23.4,22,18,13.8,8.9,6.4,7.4
Edmonton,1997,"27,500","23,100",719,4.5,95.5,23.7,20.5,17.3,14.3,10.1,5.8,8.2
Edmonton,1998,"28,400","24,200",724,3.5,96.5,22.7,20.2,17,15.8,9.4,6.7,8.2
Edmonton,1999,"29,300","24,100",762,2.8,97.2,20.3,21.6,18.2,14.1,11,6.7,8.2
Edmonton,2000,"30,300","25,300",764,2.9,97.1,20.5,20.3,17.2,14.2,11.1,7.5,9.2
Edmonton,2001,"32,500","26,500",769,2.5,97.5,18.3,19.8,16.5,15.2,10.4,7.9,11.9
Edmonton,2002,"31,100","26,200",769,2.2,97.8,18.5,18.7,18.3,15.7,9.7,7.7,11.3
Edmonton,2003,"32,000","26,600",789,3.7,96.3,19.8,16.7,18.7,16.1,9.3,6.9,12.7
Edmonton,2004,"33,100","28,100",777,2.9,97.1,18.5,17.1,18.5,14.9,9.8,6.7,14.5
Edmonton,2005,"35,100","29,400",881,2.2,97.8,16.3,18,16.8,15.2,10.1,8.1,15.5
Edmonton,2006,"36,600","31,300",919,0.8,99.2,15.2,15.3,17.6,15,12.7,7.8,16.4
Edmonton,2007,"39,600","33,800",954,1.9,98.1,15.7,14,16,14.1,12.6,8.5,19.2
Edmonton,2008,"38,900","32,300",947,1.9,98.1,14.4,15.8,17.3,13.1,11.3,7.7,20.3
Edmonton,2009,"37,800","32,800",981,2.6,97.4,16.2,16.4,14,13.6,12.5,8.2,19.1
Edmonton,2010,"38,500","31,700",967,2.4,97.6,15.2,17.2,15.5,11.4,12.6,8.6,19.6
Edmonton,2011,"38,400","31,300",931,2.1,97.9,16.2,16.2,15.7,12.4,13.2,7.8,18.5
Vancouver,1976,"29,600","22,700",940,15.7,84.3,32.4,15.1,11.1,11.5,10.4,7.4,12.1
Vancouver,1977,"27,700","22,800","1,016",14.4,85.6,29.5,16.8,12.6,12.4,10.3,8,10.4
Vancouver,1978,"29,400","25,600",962,13.5,86.5,29.2,13.5,13.7,13.6,10.4,8.5,11.1
Vancouver,1979,"28,500","23,300","1,059",12.7,87.3,28.6,17.5,12.8,12.7,8.9,8.9,10.6
Vancouver,1980,"31,100","26,700","1,027",11.6,88.4,25.5,16.2,11.9,14.2,11.2,8.7,12.2
Vancouver,1981,"29,700","25,100","1,081",8.7,91.3,24.6,17,15.3,11.8,11.4,8.6,11.2
Vancouver,1982,"29,000","25,200","1,110",9.5,90.5,24.5,18.8,14,13,11.2,8.2,10.2
Vancouver,1983,"28,300","23,700","1,147",10.9,89.1,25.4,18.9,13.7,14.4,11,6.3,10.4
Vancouver,1984,"27,300","21,500","1,157",9.4,90.6,27.6,19.2,14.7,11.9,10.2,7.1,9.3
Vancouver,1985,"28,200","21,600","1,178",8.3,91.7,26.5,20.5,15.2,11.5,9.6,7.7,9.1
Vancouver,1986,"28,100","22,300","1,191",7.4,92.6,24.6,21.7,15.5,10.7,11.1,8.1,8.4
Vancouver,1987,"27,800","23,000","1,216",6.3,93.7,25.1,19.2,17.4,12.8,12.6,6.3,6.6
Vancouver,1988,"28,700","24,500","1,255",6.4,93.6,20.6,21.1,17.5,13,13.2,7.8,6.8
Vancouver,1989,"28,300","25,000","1,273",6.4,93.6,20.7,17.6,20.9,14.4,11.9,7.9,6.6
Vancouver,1990,"28,300","23,600","1,288",7,93,22.3,20.3,17.6,14,10.9,6.5,8.4
Vancouver,1991,"27,300","23,200","1,317",7.7,92.3,22.1,22.7,17.7,15.3,8.2,7,7
