Year,GEO,Income concept,Economic family type,GINI
2003,Saskatchewan,Total income,Male lone-parent families,
2003,Saskatchewan,Total income,Female lone-parent families,0.308
2003,Saskatchewan,Total income,"Female lone-parent families, no earners",
2003,Saskatchewan,Total income,"Female lone-parent families, one earner",0.291
2003,Saskatchewan,Total income,"Female lone-parent families, two or more earners",0.208
2003,Saskatchewan,Total income,Other non-elderly families,0.334
2003,Saskatchewan,Total income,Unattached individuals,0.413
2003,Saskatchewan,Total income,Elderly males,0.34
2003,Saskatchewan,Total income,"Elderly males, non-earner",0.302
2003,Saskatchewan,Total income,"Elderly males, earner",
2003,Saskatchewan,Total income,Elderly females,0.249
2003,Saskatchewan,Total income,"Elderly females, non-earner",0.239
2003,Saskatchewan,Total income,"Elderly females, earner",0.276
2003,Saskatchewan,Total income,Non-elderly males,0.447
2003,Saskatchewan,Total income,"Non-elderly males, non-earner",0.321
2003,Saskatchewan,Total income,"Non-elderly males, earner",0.413
2003,Saskatchewan,Total income,Non-elderly females,0.472
2003,Saskatchewan,Total income,"Non-elderly females, non-earner",0.623
2003,Saskatchewan,Total income,"Non-elderly females, earner",0.415
2003,Saskatchewan,After-tax income,All family units,0.374
2003,Saskatchewan,After-tax income,"Economic families, two persons or more",0.302
2003,Saskatchewan,After-tax income,Elderly families,0.246
2003,Saskatchewan,After-tax income,Elderly married couples,0.247
2003,Saskatchewan,After-tax income,Other elderly families,0.239
2003,Saskatchewan,After-tax income,Non-elderly families,0.302
2003,Saskatchewan,After-tax income,Married couples,0.287
2003,Saskatchewan,After-tax income,"Married couples, no earners",
2003,Saskatchewan,After-tax income,"Married couples, one earner",0.271
2003,Saskatchewan,After-tax income,"Married couples, two earners",0.273
2003,Saskatchewan,After-tax income,Two-parent families with children,0.262
2003,Saskatchewan,After-tax income,"Two-parent families with children, no earners",
2003,Saskatchewan,After-tax income,"Two-parent families with children, one earner",0.275
2003,Saskatchewan,After-tax income,"Two-parent families with children, two earners",0.243
2003,Saskatchewan,After-tax income,"Two-parent families with children, three or more earners",0.22
2003,Saskatchewan,After-tax income,Married couples with other relatives,0.225
2003,Saskatchewan,After-tax income,Lone-parent families,0.297
2003,Saskatchewan,After-tax income,Male lone-parent families,
2003,Saskatchewan,After-tax income,Female lone-parent families,0.284
2003,Saskatchewan,After-tax income,"Female lone-parent families, no earners",
2003,Saskatchewan,After-tax income,"Female lone-parent families, one earner",0.265
2003,Saskatchewan,After-tax income,"Female lone-parent families, two or more earners",0.186
2003,Saskatchewan,After-tax income,Other non-elderly families,0.313
2003,Saskatchewan,After-tax income,Unattached individuals,0.366
2003,Saskatchewan,After-tax income,Elderly males,0.289
2003,Saskatchewan,After-tax income,"Elderly males, non-earner",0.256
2003,Saskatchewan,After-tax income,"Elderly males, earner",
2003,Saskatchewan,After-tax income,Elderly females,0.2
2003,Saskatchewan,After-tax income,"Elderly females, non-earner",0.191
2003,Saskatchewan,After-tax income,"Elderly females, earner",0.229
2003,Saskatchewan,After-tax income,Non-elderly males,0.401
2003,Saskatchewan,After-tax income,"Non-elderly males, non-earner",0.298
2003,Saskatchewan,After-tax income,"Non-elderly males, earner",0.369
2003,Saskatchewan,After-tax income,Non-elderly females,0.439
2003,Saskatchewan,After-tax income,"Non-elderly females, non-earner",0.611
2003,Saskatchewan,After-tax income,"Non-elderly females, earner",0.376
2003,Alberta,Market income,All family units,0.488
2003,Alberta,Market income,"Economic families, two persons or more",0.407
2003,Alberta,Market income,Elderly families,0.527
2003,Alberta,Market income,Elderly married couples,0.516
2003,Alberta,Market income,Other elderly families,0.551
2003,Alberta,Market income,Non-elderly families,0.375
2003,Alberta,Market income,Married couples,0.4
2003,Alberta,Market income,"Married couples, no earners",
2003,Alberta,Market income,"Married couples, one earner",0.401
2003,Alberta,Market income,"Married couples, two earners",0.371
2003,Alberta,Market income,Two-parent families with children,0.33
2003,Alberta,Market income,"Two-parent families with children, no earners",
2003,Alberta,Market income,"Two-parent families with children, one earner",0.442
2003,Alberta,Market income,"Two-parent families with children, two earners",0.293
2003,Alberta,Market income,"Two-parent families with children, three or more earners",0.286
2003,Alberta,Market income,Married couples with other relatives,0.274
2003,Alberta,Market income,Lone-parent families,0.541
2003,Alberta,Market income,Male lone-parent families,0.5
2003,Alberta,Market income,Female lone-parent families,0.442
2003,Alberta,Market income,"Female lone-parent families, no earners",
2003,Alberta,Market income,"Female lone-parent families, one earner",0.387
2003,Alberta,Market income,"Female lone-parent families, two or more earners",
2003,Alberta,Market income,Other non-elderly families,0.325
2003,Alberta,Market income,Unattached individuals,0.546
2003,Alberta,Market income,Elderly males,0.581
2003,Alberta,Market income,"Elderly males, non-earner",0.562
2003,Alberta,Market income,"Elderly males, earner",
2003,Alberta,Market income,Elderly females,0.638
2003,Alberta,Market income,"Elderly females, non-earner",0.661
2003,Alberta,Market income,"Elderly females, earner",0.517
2003,Alberta,Market income,Non-elderly males,0.497
2003,Alberta,Market income,"Non-elderly males, non-earner",0.881
2003,Alberta,Market income,"Non-elderly males, earner",0.424
2003,Alberta,Market income,Non-elderly females,0.511
2003,Alberta,Market income,"Non-elderly females, non-earner",0.775
2003,Alberta,Market income,"Non-elderly females, earner",0.443
2003,Alberta,Total income,All family units,0.427
2003,Alberta,Total income,"Economic families, two persons or more",0.35
2003,Alberta,Total income,Elderly families,0.278
2003,Alberta,Total income,Elderly married couples,0.262
2003,Alberta,Total income,Other elderly families,0.343
2003,Alberta,Total income,Non-elderly families,0.345
2003,Alberta,Total income,Married couples,0.377
2003,Alberta,Total income,"Married couples, no earners",
2003,Alberta,Total income,"Married couples, one earner",0.365
2003,Alberta,Total income,"Married couples, two earners",0.36
2003,Alberta,Total income,Two-parent families with children,0.301
2003,Alberta,Total income,"Two-parent families with children, no earners",
2003,Alberta,Total income,"Two-parent families with children, one earner",0.371
2003,Alberta,Total income,"Two-parent families with children, two earners",0.269
2003,Alberta,Total income,"Two-parent families with children, three or more earners",0.269
2003,Alberta,Total income,Married couples with other relatives,0.253
2003,Alberta,Total income,Lone-parent families,0.45
2003,Alberta,Total income,Male lone-parent families,0.47
2003,Alberta,Total income,Female lone-parent families,0.326
2003,Alberta,Total income,"Female lone-parent families, no earners",
2003,Alberta,Total income,"Female lone-parent families, one earner",0.282
2003,Alberta,Total income,"Female lone-parent families, two or more earners",
2003,Alberta,Total income,Other non-elderly families,0.294
2003,Alberta,Total income,Unattached individuals,0.442
2003,Alberta,Total income,Elderly males,0.252
2003,Alberta,Total income,"Elderly males, non-earner",0.207
2003,Alberta,Total income,"Elderly males, earner",
2003,Alberta,Total income,Elderly females,0.255
2003,Alberta,Total income,"Elderly females, non-earner",0.256
2003,Alberta,Total income,"Elderly females, earner",0.247
2003,Alberta,Total income,Non-elderly males,0.464
2003,Alberta,Total income,"Non-elderly males, non-earner",0.606
2003,Alberta,Total income,"Non-elderly males, earner",0.405
2003,Alberta,Total income,Non-elderly females,0.446
2003,Alberta,Total income,"Non-elderly females, non-earner",0.432
2003,Alberta,Total income,"Non-elderly females, earner",0.416
2003,Alberta,After-tax income,All family units,0.394
2003,Alberta,After-tax income,"Economic families, two persons or more",0.313
2003,Alberta,After-tax income,Elderly families,0.236
2003,Alberta,After-tax income,Elderly married couples,0.216
2003,Alberta,After-tax income,Other elderly families,0.311
2003,Alberta,After-tax income,Non-elderly families,0.31
2003,Alberta,After-tax income,Married couples,0.335
2003,Alberta,After-tax income,"Married couples, no earners",
2003,Alberta,After-tax income,"Married couples, one earner",0.324
2003,Alberta,After-tax income,"Married couples, two earners",0.32
2003,Alberta,After-tax income,Two-parent families with children,0.27
2003,Alberta,After-tax income,"Two-parent families with children, no earners",
2003,Alberta,After-tax income,"Two-parent families with children, one earner",0.331
2003,Alberta,After-tax income,"Two-parent families with children, two earners",0.239
2003,Alberta,After-tax income,"Two-parent families with children, three or more earners",0.238
2003,Alberta,After-tax income,Married couples with other relatives,0.224
2003,Alberta,After-tax income,Lone-parent families,0.395
2003,Alberta,After-tax income,Male lone-parent families,0.414
2003,Alberta,After-tax income,Female lone-parent families,0.301
2003,Alberta,After-tax income,"Female lone-parent families, no earners",
2003,Alberta,After-tax income,"Female lone-parent families, one earner",0.258
2003,Alberta,After-tax income,"Female lone-parent families, two or more earners",
2003,Alberta,After-tax income,Other non-elderly families,0.275
2003,Alberta,After-tax income,Unattached individuals,0.4
2003,Alberta,After-tax income,Elderly males,0.206
2003,Alberta,After-tax income,"Elderly males, non-earner",0.169
2003,Alberta,After-tax income,"Elderly males, earner",
2003,Alberta,After-tax income,Elderly females,0.206
2003,Alberta,After-tax income,"Elderly females, non-earner",0.204
2003,Alberta,After-tax income,"Elderly females, earner",0.21
2003,Alberta,After-tax income,Non-elderly males,0.429
2003,Alberta,After-tax income,"Non-elderly males, non-earner",0.603
2003,Alberta,After-tax income,"Non-elderly males, earner",0.368
2003,Alberta,After-tax income,Non-elderly females,0.408
2003,Alberta,After-tax income,"Non-elderly females, non-earner",0.405
2003,Alberta,After-tax income,"Non-elderly females, earner",0.378
2003,British Columbia,Market income,All family units,0.508
2003,British Columbia,Market income,"Economic families, two persons or more",0.442
2003,British Columbia,Market income,Elderly families,0.527
2003,British Columbia,Market income,Elderly married couples,0.523
2003,British Columbia,Market income,Other elderly families,0.534
2003,British Columbia,Market income,Non-elderly families,0.412
2003,British Columbia,Market income,Married couples,0.39
2003,British Columbia,Market income,"Married couples, no earners",
2003,British Columbia,Market income,"Married couples, one earner",0.444
2003,British Columbia,Market income,"Married couples, two earners",0.346
2003,British Columbia,Market income,Two-parent families with children,0.378
2003,British Columbia,Market income,"Two-parent families with children, no earners",
2003,British Columbia,Market income,"Two-parent families with children, one earner",0.463
2003,British Columbia,Market income,"Two-parent families with children, two earners",0.35
2003,British Columbia,Market income,"Two-parent families with children, three or more earners",0.257
2003,British Columbia,Market income,Married couples with other relatives,0.314
2003,British Columbia,Market income,Lone-parent families,0.595
2003,British Columbia,Market income,Male lone-parent families,0.6
2003,British Columbia,Market income,Female lone-parent families,0.528
2003,British Columbia,Market income,"Female lone-parent families, no earners",
2003,British Columbia,Market income,"Female lone-parent families, one earner",0.434
2003,British Columbia,Market income,"Female lone-parent families, two or more earners",
2003,British Columbia,Market income,Other non-elderly families,0.372
2003,British Columbia,Market income,Unattached individuals,0.55
2003,British Columbia,Market income,Elderly males,0.626
2003,British Columbia,Market income,"Elderly males, non-earner",0.615
2003,British Columbia,Market income,"Elderly males, earner",0.537
2003,British Columbia,Market income,Elderly females,0.61
2003,British Columbia,Market income,"Elderly females, non-earner",0.633
2003,British Columbia,Market income,"Elderly females, earner",0.42
2003,British Columbia,Market income,Non-elderly males,0.487
2003,British Columbia,Market income,"Non-elderly males, non-earner",0.815
2003,British Columbia,Market income,"Non-elderly males, earner",0.388
2003,British Columbia,Market income,Non-elderly females,0.539
2003,British Columbia,Market income,"Non-elderly females, non-earner",0.801
2003,British Columbia,Market income,"Non-elderly females, earner",0.447
2003,British Columbia,Total income,All family units,0.426
2003,British Columbia,Total income,"Economic families, two persons or more",0.367
2003,British Columbia,Total income,Elderly families,0.31
2003,British Columbia,Total income,Elderly married couples,0.307
2003,British Columbia,Total income,Other elderly families,0.315
2003,British Columbia,Total income,Non-elderly families,0.365
2003,British Columbia,Total income,Married couples,0.357
2003,British Columbia,Total income,"Married couples, no earners",
2003,British Columbia,Total income,"Married couples, one earner",0.398
2003,British Columbia,Total income,"Married couples, two earners",0.326
2003,British Columbia,Total income,Two-parent families with children,0.335
2003,British Columbia,Total income,"Two-parent families with children, no earners",
2003,British Columbia,Total income,"Two-parent families with children, one earner",0.375
2003,British Columbia,Total income,"Two-parent families with children, two earners",0.315
2003,British Columbia,Total income,"Two-parent families with children, three or more earners",0.239
2003,British Columbia,Total income,Married couples with other relatives,0.287
2003,British Columbia,Total income,Lone-parent families,0.421
2003,British Columbia,Total income,Male lone-parent families,0.512
2003,British Columbia,Total income,Female lone-parent families,0.325
2003,British Columbia,Total income,"Female lone-parent families, no earners",
2003,British Columbia,Total income,"Female lone-parent families, one earner",0.306
2003,British Columbia,Total income,"Female lone-parent families, two or more earners",
2003,British Columbia,Total income,Other non-elderly families,0.31
2003,British Columbia,Total income,Unattached individuals,0.418
2003,British Columbia,Total income,Elderly males,0.324
2003,British Columbia,Total income,"Elderly males, non-earner",0.253
2003,British Columbia,Total income,"Elderly males, earner",0.353
2003,British Columbia,Total income,Elderly females,0.286
2003,British Columbia,Total income,"Elderly females, non-earner",0.285
2003,British Columbia,Total income,"Elderly females, earner",0.236
2003,British Columbia,Total income,Non-elderly males,0.422
2003,British Columbia,Total income,"Non-elderly males, non-earner",0.468
2003,British Columbia,Total income,"Non-elderly males, earner",0.364
2003,British Columbia,Total income,Non-elderly females,0.464
2003,British Columbia,Total income,"Non-elderly females, non-earner",0.515
2003,British Columbia,Total income,"Non-elderly females, earner",0.412
2003,British Columbia,After-tax income,All family units,0.395
2003,British Columbia,After-tax income,"Economic families, two persons or more",0.332
2003,British Columbia,After-tax income,Elderly families,0.267
2003,British Columbia,After-tax income,Elderly married couples,0.264
2003,British Columbia,After-tax income,Other elderly families,0.279
2003,British Columbia,After-tax income,Non-elderly families,0.332
2003,British Columbia,After-tax income,Married couples,0.325
2003,British Columbia,After-tax income,"Married couples, no earners",
2003,British Columbia,After-tax income,"Married couples, one earner",0.359
2003,British Columbia,After-tax income,"Married couples, two earners",0.295
2003,British Columbia,After-tax income,Two-parent families with children,0.299
2003,British Columbia,After-tax income,"Two-parent families with children, no earners",
2003,British Columbia,After-tax income,"Two-parent families with children, one earner",0.323
2003,British Columbia,After-tax income,"Two-parent families with children, two earners",0.276
2003,British Columbia,After-tax income,"Two-parent families with children, three or more earners",0.214
2003,British Columbia,After-tax income,Married couples with other relatives,0.266
2003,British Columbia,After-tax income,Lone-parent families,0.368
2003,British Columbia,After-tax income,Male lone-parent families,0.444
2003,British Columbia,After-tax income,Female lone-parent families,0.3
2003,British Columbia,After-tax income,"Female lone-parent families, no earners",
2003,British Columbia,After-tax income,"Female lone-parent families, one earner",0.282
2003,British Columbia,After-tax income,"Female lone-parent families, two or more earners",
2003,British Columbia,After-tax income,Other non-elderly families,0.288
2003,British Columbia,After-tax income,Unattached individuals,0.378
2003,British Columbia,After-tax income,Elderly males,0.286
2003,British Columbia,After-tax income,"Elderly males, non-earner",0.217
2003,British Columbia,After-tax income,"Elderly males, earner",0.325
2003,British Columbia,After-tax income,Elderly females,0.233
2003,British Columbia,After-tax income,"Elderly females, non-earner",0.231
2003,British Columbia,After-tax income,"Elderly females, earner",0.198
2003,British Columbia,After-tax income,Non-elderly males,0.389
2003,British Columbia,After-tax income,"Non-elderly males, non-earner",0.442
2003,British Columbia,After-tax income,"Non-elderly males, earner",0.333
2003,British Columbia,After-tax income,Non-elderly females,0.423
2003,British Columbia,After-tax income,"Non-elderly females, non-earner",0.484
2003,British Columbia,After-tax income,"Non-elderly females, earner",0.37
2004,Canada,Market income,All family units,0.512
2004,Canada,Market income,"Economic families, two persons or more",0.445
2004,Canada,Market income,Elderly families,0.55
2004,Canada,Market income,Elderly married couples,0.55
2004,Canada,Market income,Other elderly families,0.552
2004,Canada,Market income,Non-elderly families,0.412
2004,Canada,Market income,Married couples,0.388
2004,Canada,Market income,"Married couples, no earners",0.622
2004,Canada,Market income,"Married couples, one earner",0.416
2004,Canada,Market income,"Married couples, two earners",0.337
2004,Canada,Market income,Two-parent families with children,0.385
2004,Canada,Market income,"Two-parent families with children, no earners",0.83
2004,Canada,Market income,"Two-parent families with children, one earner",0.494
2004,Canada,Market income,"Two-parent families with children, two earners",0.348
2004,Canada,Market income,"Two-parent families with children, three or more earners",0.337
2004,Canada,Market income,Married couples with other relatives,0.34
2004,Canada,Market income,Lone-parent families,0.506
2004,Canada,Market income,Male lone-parent families,0.44
2004,Canada,Market income,Female lone-parent families,0.506
2004,Canada,Market income,"Female lone-parent families, no earners",0.741
2004,Canada,Market income,"Female lone-parent families, one earner",0.442
2004,Canada,Market income,"Female lone-parent families, two or more earners",0.367
2004,Canada,Market income,Other non-elderly families,0.409
2004,Canada,Market income,Unattached individuals,0.565
2004,Canada,Market income,Elderly males,0.623
2004,Canada,Market income,"Elderly males, non-earner",0.641
2004,Canada,Market income,"Elderly males, earner",0.535
2004,Canada,Market income,Elderly females,0.66
2004,Canada,Market income,"Elderly females, non-earner",0.679
2004,Canada,Market income,"Elderly females, earner",0.46
2004,Canada,Market income,Non-elderly males,0.505
2004,Canada,Market income,"Non-elderly males, non-earner",0.871
2004,Canada,Market income,"Non-elderly males, earner",0.432
2004,Canada,Market income,Non-elderly females,0.547
2004,Canada,Market income,"Non-elderly females, non-earner",0.816
2004,Canada,Market income,"Non-elderly females, earner",0.459
2004,Canada,Total income,All family units,0.431
2004,Canada,Total income,"Economic families, two persons or more",0.37
2004,Canada,Total income,Elderly families,0.315
2004,Canada,Total income,Elderly married couples,0.311
2004,Canada,Total income,Other elderly families,0.329
2004,Canada,Total income,Non-elderly families,0.366
2004,Canada,Total income,Married couples,0.35
2004,Canada,Total income,"Married couples, no earners",0.405
2004,Canada,Total income,"Married couples, one earner",0.359
2004,Canada,Total income,"Married couples, two earners",0.32
2004,Canada,Total income,Two-parent families with children,0.345
2004,Canada,Total income,"Two-parent families with children, no earners",0.266
2004,Canada,Total income,"Two-parent families with children, one earner",0.411
2004,Canada,Total income,"Two-parent families with children, two earners",0.315
2004,Canada,Total income,"Two-parent families with children, three or more earners",0.314
2004,Canada,Total income,Married couples with other relatives,0.31
2004,Canada,Total income,Lone-parent families,0.352
2004,Canada,Total income,Male lone-parent families,0.366
2004,Canada,Total income,Female lone-parent families,0.331
2004,Canada,Total income,"Female lone-parent families, no earners",0.209
2004,Canada,Total income,"Female lone-parent families, one earner",0.304
2004,Canada,Total income,"Female lone-parent families, two or more earners",0.282
2004,Canada,Total income,Other non-elderly families,0.347
2004,Canada,Total income,Unattached individuals,0.429
2004,Canada,Total income,Elderly males,0.32
2004,Canada,Total income,"Elderly males, non-earner",0.3
2004,Canada,Total income,"Elderly males, earner",0.35
2004,Canada,Total income,Elderly females,0.303
2004,Canada,Total income,"Elderly females, non-earner",0.295
2004,Canada,Total income,"Elderly females, earner",0.284
2004,Canada,Total income,Non-elderly males,0.444
2004,Canada,Total income,"Non-elderly males, non-earner",0.458
2004,Canada,Total income,"Non-elderly males, earner",0.404
2004,Canada,Total income,Non-elderly females,0.467
2004,Canada,Total income,"Non-elderly females, non-earner",0.449
2004,Canada,Total income,"Non-elderly females, earner",0.43
2004,Canada,After-tax income,All family units,0.394
2004,Canada,After-tax income,"Economic families, two persons or more",0.329
2004,Canada,After-tax income,Elderly families,0.267
2004,Canada,After-tax income,Elderly married couples,0.26
2004,Canada,After-tax income,Other elderly families,0.291
2004,Canada,After-tax income,Non-elderly families,0.327
2004,Canada,After-tax income,Married couples,0.312
2004,Canada,After-tax income,"Married couples, no earners",0.379
2004,Canada,After-tax income,"Married couples, one earner",0.312
2004,Canada,After-tax income,"Married couples, two earners",0.283
2004,Canada,After-tax income,Two-parent families with children,0.302
2004,Canada,After-tax income,"Two-parent families with children, no earners",0.259
2004,Canada,After-tax income,"Two-parent families with children, one earner",0.345
2004,Canada,After-tax income,"Two-parent families with children, two earners",0.273
2004,Canada,After-tax income,"Two-parent families with children, three or more earners",0.271
2004,Canada,After-tax income,Married couples with other relatives,0.277
2004,Canada,After-tax income,Lone-parent families,0.312
2004,Canada,After-tax income,Male lone-parent families,0.321
2004,Canada,After-tax income,Female lone-parent families,0.298
2004,Canada,After-tax income,"Female lone-parent families, no earners",0.206
2004,Canada,After-tax income,"Female lone-parent families, one earner",0.268
2004,Canada,After-tax income,"Female lone-parent families, two or more earners",0.253
2004,Canada,After-tax income,Other non-elderly families,0.321
2004,Canada,After-tax income,Unattached individuals,0.382
2004,Canada,After-tax income,Elderly males,0.271
2004,Canada,After-tax income,"Elderly males, non-earner",0.256
2004,Canada,After-tax income,"Elderly males, earner",0.297
2004,Canada,After-tax income,Elderly females,0.249
2004,Canada,After-tax income,"Elderly females, non-earner",0.241
2004,Canada,After-tax income,"Elderly females, earner",0.245
2004,Canada,After-tax income,Non-elderly males,0.402
2004,Canada,After-tax income,"Non-elderly males, non-earner",0.418
2004,Canada,After-tax income,"Non-elderly males, earner",0.363
2004,Canada,After-tax income,Non-elderly females,0.422
2004,Canada,After-tax income,"Non-elderly females, non-earner",0.416
2004,Canada,After-tax income,"Non-elderly females, earner",0.385
2004,Newfoundland and Labrador,Market income,All family units,0.555
2004,Newfoundland and Labrador,Market income,"Economic families, two persons or more",0.489
2004,Newfoundland and Labrador,Market income,Elderly families,0.722
2004,Newfoundland and Labrador,Market income,Elderly married couples,0.71
2004,Newfoundland and Labrador,Market income,Other elderly families,0.743
2004,Newfoundland and Labrador,Market income,Non-elderly families,0.438
2004,Newfoundland and Labrador,Market income,Married couples,0.393
2004,Newfoundland and Labrador,Market income,"Married couples, no earners",0.629
2004,Newfoundland and Labrador,Market income,"Married couples, one earner",0.407
2004,Newfoundland and Labrador,Market income,"Married couples, two earners",0.307
2004,Newfoundland and Labrador,Market income,Two-parent families with children,0.421
2004,Newfoundland and Labrador,Market income,"Two-parent families with children, no earners",
2004,Newfoundland and Labrador,Market income,"Two-parent families with children, one earner",0.497
2004,Newfoundland and Labrador,Market income,"Two-parent families with children, two earners",0.369
2004,Newfoundland and Labrador,Market income,"Two-parent families with children, three or more earners",0.312
2004,Newfoundland and Labrador,Market income,Married couples with other relatives,0.339
2004,Newfoundland and Labrador,Market income,Lone-parent families,0.625
2004,Newfoundland and Labrador,Market income,Male lone-parent families,
2004,Newfoundland and Labrador,Market income,Female lone-parent families,0.654
2004,Newfoundland and Labrador,Market income,"Female lone-parent families, no earners",
2004,Newfoundland and Labrador,Market income,"Female lone-parent families, one earner",0.493
2004,Newfoundland and Labrador,Market income,"Female lone-parent families, two or more earners",
2004,Newfoundland and Labrador,Market income,Other non-elderly families,0.396
2004,Newfoundland and Labrador,Market income,Unattached individuals,0.702
2004,Newfoundland and Labrador,Market income,Elderly males,0.811
2004,Newfoundland and Labrador,Market income,"Elderly males, non-earner",
2004,Newfoundland and Labrador,Market income,"Elderly males, earner",
2004,Newfoundland and Labrador,Market income,Elderly females,0.796
2004,Newfoundland and Labrador,Market income,"Elderly females, non-earner",0.777
2004,Newfoundland and Labrador,Market income,"Elderly females, earner",
2004,Newfoundland and Labrador,Market income,Non-elderly males,0.62
2004,Newfoundland and Labrador,Market income,"Non-elderly males, non-earner",
2004,Newfoundland and Labrador,Market income,"Non-elderly males, earner",0.435
2004,Newfoundland and Labrador,Market income,Non-elderly females,0.681
2004,Newfoundland and Labrador,Market income,"Non-elderly females, non-earner",0.889
2004,Newfoundland and Labrador,Market income,"Non-elderly females, earner",0.47
2004,Newfoundland and Labrador,Total income,All family units,0.405
2004,Newfoundland and Labrador,Total income,"Economic families, two persons or more",0.346
2004,Newfoundland and Labrador,Total income,Elderly families,0.265
2004,Newfoundland and Labrador,Total income,Elderly married couples,0.27
2004,Newfoundland and Labrador,Total income,Other elderly families,0.25
2004,Newfoundland and Labrador,Total income,Non-elderly families,0.337
2004,Newfoundland and Labrador,Total income,Married couples,0.315
2004,Newfoundland and Labrador,Total income,"Married couples, no earners",0.403
2004,Newfoundland and Labrador,Total income,"Married couples, one earner",0.329
2004,Newfoundland and Labrador,Total income,"Married couples, two earners",0.257
2004,Newfoundland and Labrador,Total income,Two-parent families with children,0.323
2004,Newfoundland and Labrador,Total income,"Two-parent families with children, no earners",
2004,Newfoundland and Labrador,Total income,"Two-parent families with children, one earner",0.328
2004,Newfoundland and Labrador,Total income,"Two-parent families with children, two earners",0.292
2004,Newfoundland and Labrador,Total income,"Two-parent families with children, three or more earners",0.241
2004,Newfoundland and Labrador,Total income,Married couples with other relatives,0.273
2004,Newfoundland and Labrador,Total income,Lone-parent families,0.298
2004,Newfoundland and Labrador,Total income,Male lone-parent families,
2004,Newfoundland and Labrador,Total income,Female lone-parent families,0.296
2004,Newfoundland and Labrador,Total income,"Female lone-parent families, no earners",
2004,Newfoundland and Labrador,Total income,"Female lone-parent families, one earner",0.199
2004,Newfoundland and Labrador,Total income,"Female lone-parent families, two or more earners",
2004,Newfoundland and Labrador,Total income,Other non-elderly families,0.275
2004,Newfoundland and Labrador,Total income,Unattached individuals,0.416
2004,Newfoundland and Labrador,Total income,Elderly males,0.23
2004,Newfoundland and Labrador,Total income,"Elderly males, non-earner",
2004,Newfoundland and Labrador,Total income,"Elderly males, earner",
2004,Newfoundland and Labrador,Total income,Elderly females,0.254
2004,Newfoundland and Labrador,Total income,"Elderly females, non-earner",0.208
2004,Newfoundland and Labrador,Total income,"Elderly females, earner",
2004,Newfoundland and Labrador,Total income,Non-elderly males,0.443
2004,Newfoundland and Labrador,Total income,"Non-elderly males, non-earner",
2004,Newfoundland and Labrador,Total income,"Non-elderly males, earner",0.362
2004,Newfoundland and Labrador,Total income,Non-elderly females,0.475
2004,Newfoundland and Labrador,Total income,"Non-elderly females, non-earner",0.419
2004,Newfoundland and Labrador,Total income,"Non-elderly females, earner",0.394
2004,Newfoundland and Labrador,After-tax income,All family units,0.365
2004,Newfoundland and Labrador,After-tax income,"Economic families, two persons or more",0.304
2004,Newfoundland and Labrador,After-tax income,Elderly families,0.217
2004,Newfoundland and Labrador,After-tax income,Elderly married couples,0.215
2004,Newfoundland and Labrador,After-tax income,Other elderly families,0.215
2004,Newfoundland and Labrador,After-tax income,Non-elderly families,0.299
2004,Newfoundland and Labrador,After-tax income,Married couples,0.282
2004,Newfoundland and Labrador,After-tax income,"Married couples, no earners",0.37
2004,Newfoundland and Labrador,After-tax income,"Married couples, one earner",0.283
2004,Newfoundland and Labrador,After-tax income,"Married couples, two earners",0.229
2004,Newfoundland and Labrador,After-tax income,Two-parent families with children,0.28
2004,Newfoundland and Labrador,After-tax income,"Two-parent families with children, no earners",
2004,Newfoundland and Labrador,After-tax income,"Two-parent families with children, one earner",0.26
2004,Newfoundland and Labrador,After-tax income,"Two-parent families with children, two earners",0.252
2004,Newfoundland and Labrador,After-tax income,"Two-parent families with children, three or more earners",0.209
2004,Newfoundland and Labrador,After-tax income,Married couples with other relatives,0.245
2004,Newfoundland and Labrador,After-tax income,Lone-parent families,0.262
2004,Newfoundland and Labrador,After-tax income,Male lone-parent families,
2004,Newfoundland and Labrador,After-tax income,Female lone-parent families,0.264
2004,Newfoundland and Labrador,After-tax income,"Female lone-parent families, no earners",
2004,Newfoundland and Labrador,After-tax income,"Female lone-parent families, one earner",0.187
2004,Newfoundland and Labrador,After-tax income,"Female lone-parent families, two or more earners",
2004,Newfoundland and Labrador,After-tax income,Other non-elderly families,0.253
2004,Newfoundland and Labrador,After-tax income,Unattached individuals,0.367
2004,Newfoundland and Labrador,After-tax income,Elderly males,0.186
2004,Newfoundland and Labrador,After-tax income,"Elderly males, non-earner",
2004,Newfoundland and Labrador,After-tax income,"Elderly males, earner",
2004,Newfoundland and Labrador,After-tax income,Elderly females,0.197
2004,Newfoundland and Labrador,After-tax income,"Elderly females, non-earner",0.165
2004,Newfoundland and Labrador,After-tax income,"Elderly females, earner",
2004,Newfoundland and Labrador,After-tax income,Non-elderly males,0.398
2004,Newfoundland and Labrador,After-tax income,"Non-elderly males, non-earner",
2004,Newfoundland and Labrador,After-tax income,"Non-elderly males, earner",0.324
2004,Newfoundland and Labrador,After-tax income,Non-elderly females,0.434
2004,Newfoundland and Labrador,After-tax income,"Non-elderly females, non-earner",0.401
2004,Newfoundland and Labrador,After-tax income,"Non-elderly females, earner",0.354
2004,Prince Edward Island,Market income,All family units,0.487
2004,Prince Edward Island,Market income,"Economic families, two persons or more",0.414
2004,Prince Edward Island,Market income,Elderly families,0.621
